elapsedNanos,threadId,stage,durationNanos,heapDeltaBytes,usedHeapBytes,activeWorkers,rawAstNodes,masgVertices,masgEdges,normalForms,quantifiers,temporalNodes,normalizedNodes,proxyBytes
99762475,31,"raw-ast",97789596,68157440,141712112,12,41,0,0,0,0,0,0,3936
100505272,27,"raw-ast",98644485,71303168,141712112,11,41,0,0,0,0,0,0,3936
100979426,51,"raw-ast",98218340,47185920,141712112,10,37,0,0,0,0,0,0,3552
101115627,56,"raw-ast",98081609,41943040,141712112,9,46,0,0,0,0,0,0,4416
101293519,39,"raw-ast",99001438,59768832,141712112,8,45,0,0,0,0,0,0,4320
102949524,35,"raw-ast",100805934,63963136,141712112,7,36,0,0,0,0,0,0,3456
104302347,37,"raw-ast",102089856,61865984,141712112,6,61,0,0,0,0,0,0,5856
119871491,26,"masg",11105363,6291456,148003568,32,0,13,11,0,0,0,0,2488
120177704,51,"masg",3448562,1048576,149052144,31,0,24,35,0,0,0,0,5416
120188244,32,"masg",11596498,7340032,149052144,30,0,18,19,0,0,0,0,3656
120373255,35,"masg",3981606,1048576,149052144,29,0,24,31,0,0,0,0,5192
120927081,33,"masg",4154469,2097152,150100720,28,0,22,26,0,0,0,0,4624
121265844,46,"masg",4576163,2097152,150100720,27,0,24,29,0,0,0,0,5080
121580977,38,"masg",5473761,2097152,150100720,26,0,26,37,0,0,0,0,5816
121620357,57,"masg",12203423,8388608,150100720,25,0,13,14,0,0,0,0,2656
121744568,50,"masg",13056671,8388608,150100720,24,0,14,12,0,0,0,0,2688
121818949,47,"raw-ast",119235085,59768832,150100720,23,32,0,0,0,0,0,0,3072
122336554,55,"masg",13667777,10485760,152197872,23,0,34,60,0,0,0,0,8256
122416874,54,"raw-ast",119477096,54525952,152197872,22,58,0,0,0,0,0,0,5568
122417954,36,"masg",5211768,4194304,152197872,22,0,27,42,0,0,0,0,6240
122609276,31,"masg",6176277,4194304,152197872,21,0,26,35,0,0,0,0,5704
122950889,53,"masg",13277613,11534336,153246448,20,0,23,40,0,0,0,0,5552
123063240,43,"raw-ast",120621357,67108864,153246448,19,33,0,0,0,0,0,0,3168
123185572,40,"raw-ast",120865280,70254592,153246448,19,52,0,0,0,0,0,0,4992
123509615,44,"masg",7470220,6291456,154295024,19,0,22,35,0,0,0,0,5128
123529395,28,"masg",6954085,6291456,154295024,18,0,23,55,0,0,0,0,6392
123597385,48,"raw-ast",120983431,62914560,154295024,17,50,0,0,0,0,0,0,4800
123632136,49,"masg",7471080,6291456,154295024,16,0,25,45,0,0,0,0,6120
124187211,37,"masg",8189186,7340032,155343600,32,0,28,56,0,0,0,0,7168
124590315,41,"masg",15655855,13631488,155343600,32,0,32,59,0,0,0,0,7912
124598765,47,"masg",2682165,5242880,155343600,32,0,22,28,0,0,0,0,4736
124677595,27,"masg",15617174,13631488,155343600,32,0,24,36,0,0,0,0,5472
124764616,52,"masg",16207140,14680064,156392176,32,0,24,34,0,0,0,0,5360
124994528,54,"masg",2550083,4194304,156392176,32,0,30,50,0,0,0,0,7120
125039219,40,"masg",1829727,3145728,156392176,32,0,28,50,0,0,0,0,6832
125149720,34,"masg",16955897,14680064,156392176,32,0,30,87,0,0,0,0,9192
126186909,45,"raw-ast",8876482,8388608,156392176,32,38,0,0,0,0,0,0,3648
126968947,29,"masg",18325460,14680064,156392176,32,0,16,18,0,0,0,0,3312
127092238,56,"masg",10575668,8388608,156392176,32,0,28,42,0,0,0,0,6384
127149858,30,"masg",10276755,8388608,156392176,32,0,28,61,0,0,0,0,7448
127192099,42,"masg",18355710,14680064,156392176,32,0,31,81,0,0,0,0,9000
127282869,43,"masg",4179678,3145728,156392176,32,0,21,28,0,0,0,0,4592
127526482,39,"masg",11073013,8388608,156392176,32,0,28,37,0,0,0,0,6104
127636963,48,"masg",3974807,2097152,156392176,32,0,28,45,0,0,0,0,6552
127688663,45,"masg",1425573,0,156392176,32,0,24,33,0,0,0,0,5304
128166228,26,"normalize-temporal-skeleton",4376121,2097152,156392176,32,0,0,0,2,0,2,8,1152
128175218,57,"normalize-temporal-skeleton",4376111,2097152,156392176,31,0,0,0,1,0,1,12,1472
128181088,35,"normalize-temporal-skeleton",4389291,2097152,156392176,30,0,0,0,1,0,1,14,1696
128214698,29,"normalize-temporal-skeleton",1221351,0,156392176,29,0,0,0,1,0,1,6,800
128216588,47,"normalize-temporal-skeleton",3594853,1048576,156392176,29,0,0,0,1,0,1,15,1808
128251449,45,"normalize-temporal-skeleton",540476,0,156392176,27,0,0,0,2,0,2,19,2384
128277789,39,"normalize-temporal-skeleton",730837,0,156392176,26,0,0,0,1,0,1,20,2368
128386220,46,"normalize-temporal-skeleton",4585903,3145728,157440752,25,0,0,0,1,0,1,14,1696
128387300,33,"normalize-temporal-skeleton",4249570,2097152,157440752,25,0,0,0,1,0,1,13,1584
128387450,50,"normalize-temporal-skeleton",4592653,3145728,157440752,25,0,0,0,1,0,1,7,912
128406050,53,"normalize-temporal-skeleton",4605013,3145728,157440752,22,0,0,0,1,0,1,22,2592
128411240,49,"normalize-temporal-skeleton",4614233,2097152,157440752,22,0,0,0,1,0,1,23,2704
128511671,48,"normalize-temporal-skeleton",858598,1048576,157440752,20,0,0,0,1,0,1,29,3376
128558381,38,"normalize-temporal-skeleton",4750434,3145728,157440752,19,0,0,0,1,0,1,21,2480
128650962,32,"normalize-temporal-skeleton",4756164,3145728,158489328,18,0,0,0,1,0,1,13,1584
128690233,30,"normalize-temporal-skeleton",1515995,2097152,158489328,17,0,0,0,1,0,1,39,4496
128823744,43,"normalize-temporal-skeleton",1527054,2097152,158489328,16,0,0,0,1,0,1,23,2704
128910355,54,"normalize-temporal-skeleton",3900247,2097152,158489328,15,0,0,0,1,0,1,27,3152
128994555,55,"normalize-temporal-skeleton",5217568,4194304,158489328,14,0,0,0,1,0,1,35,4048
129077996,27,"normalize-temporal-skeleton",4379160,3145728,158489328,13,0,0,0,1,0,1,31,3600
129115447,51,"normalize-temporal-skeleton",5261139,3145728,158489328,12,0,0,0,1,0,1,21,2480
129167017,31,"normalize-temporal-skeleton",5288949,3145728,158489328,11,0,0,0,1,0,1,18,2144
129234538,52,"normalize-temporal-skeleton",4450092,2097152,158489328,10,0,0,0,1,0,1,23,2704
129347539,44,"normalize-temporal-skeleton",5415401,3145728,158489328,9,0,0,0,1,0,1,16,1920
129643461,56,"normalize-temporal-skeleton",2532713,2097152,158489328,8,0,0,0,1,0,1,27,3152
129703232,34,"normalize-temporal-skeleton",4531072,2097152,158489328,7,0,0,0,1,0,1,65,7408
129821833,40,"normalize-temporal-skeleton",4763004,2097152,158489328,6,0,0,0,1,0,1,25,2928
130048965,28,"normalize-temporal-skeleton",6262048,4194304,158489328,5,0,0,0,1,0,1,36,4160
130068895,42,"normalize-temporal-skeleton",2855506,2097152,158489328,4,0,0,0,1,0,1,59,6736
130159326,36,"normalize-temporal-skeleton",5999886,3145728,158489328,3,0,0,0,1,0,1,27,3152
130183026,37,"normalize-temporal-skeleton",5971755,3145728,158489328,2,0,0,0,1,0,1,34,3936
130219697,41,"normalize-temporal-skeleton",5598012,3145728,158489328,1,0,0,0,1,0,1,34,3936
130576640,26,"normalize-alpha-beta-branch",87381,0,159537904,4,0,0,0,2,0,2,7,1040
130641611,26,"normalize-nnf",45971,0,159537904,5,0,0,0,2,0,2,7,1040
130669201,50,"normalize-alpha-beta-branch",181662,0,159537904,7,0,0,0,1,0,1,6,800
130706161,26,"normalize-prenex",48940,0,159537904,7,0,0,0,2,0,2,7,1040
130728941,29,"normalize-alpha-beta-branch",253632,0,159537904,8,0,0,0,1,0,1,5,688
130763152,50,"normalize-nnf",78511,0,159537904,8,0,0,0,1,0,1,6,800
130765262,26,"normalize-post-prenex-nnf",45601,0,159537904,8,0,0,0,2,0,2,7,1040
130769242,45,"normalize-alpha-beta-branch",250833,0,159537904,6,0,0,0,2,0,2,18,2272
130810112,29,"normalize-nnf",59080,0,159537904,9,0,0,0,1,0,1,5,688
130812512,26,"normalize-aci",29770,0,159537904,9,0,0,0,2,0,2,7,1040
130837312,45,"normalize-nnf",37920,0,159537904,9,0,0,0,2,0,2,18,2272
130890763,26,"normalize-saturation",59251,0,159537904,9,0,0,0,2,0,2,7,1040
131119765,29,"normalize-prenex",289833,0,159537904,15,0,0,0,1,0,1,5,688
131494028,26,"normalize-temporal-negation",583475,0,159537904,17,0,0,0,2,0,2,7,1040
131496198,45,"normalize-prenex",34380,0,159537904,17,0,0,0,2,0,2,18,2272
131536579,50,"normalize-prenex",758487,0,159537904,18,0,0,0,1,0,1,6,800
131588989,35,"normalize-alpha-beta-branch",986829,0,159537904,19,0,0,0,1,0,1,11,1360
131589389,45,"normalize-post-prenex-nnf",71810,0,159537904,19,0,0,0,2,0,2,18,2272
131671980,45,"normalize-aci",54160,0,159537904,22,0,0,0,2,0,2,18,2272
131694880,26,"normalize-alpha-beta-branch",150361,0,159537904,22,0,0,0,2,0,2,7,1040
131714551,50,"normalize-post-prenex-nnf",161942,0,159537904,25,0,0,0,1,0,1,6,800
131747601,45,"normalize-saturation",50901,0,159537904,25,0,0,0,2,0,2,18,2272
131769951,26,"normalize-nnf",54310,0,159537904,25,0,0,0,2,0,2,7,1040
131817282,45,"normalize-temporal-negation",46621,0,159537904,25,0,0,0,2,0,2,18,2272
131831532,26,"normalize-prenex",53011,0,159537904,25,0,0,0,2,0,2,7,1040
131936343,35,"normalize-nnf",323033,0,159537904,28,0,0,0,1,0,1,11,1360
131939503,26,"normalize-post-prenex-nnf",94261,0,159537904,28,0,0,0,2,0,2,7,1040
132006183,50,"normalize-aci",276672,0,159537904,28,0,0,0,1,0,1,6,800
132009303,29,"normalize-post-prenex-nnf",107331,0,159537904,28,0,0,0,1,0,1,5,688
132017953,26,"normalize-aci",71300,0,159537904,26,0,0,0,2,0,2,7,1040
132018833,46,"normalize-alpha-beta-branch",1215341,0,159537904,26,0,0,0,1,0,1,11,1360
132218325,32,"normalize-alpha-beta-branch",1564414,1048576,160586480,28,0,0,0,1,0,1,10,1248
132325746,46,"normalize-nnf",282742,1048576,160586480,28,0,0,0,1,0,1,11,1360
132424877,57,"normalize-alpha-beta-branch",896758,2097152,161635056,29,0,0,0,1,0,1,9,1136
132558528,31,"normalize-alpha-beta-branch",1906297,2097152,161635056,29,0,0,0,1,0,1,16,1920
132626279,47,"normalize-alpha-beta-branch",967459,2097152,161635056,29,0,0,0,1,0,1,12,1472
132871941,31,"normalize-nnf",296342,0,161635056,29,0,0,0,1,0,1,15,1808
132897502,53,"normalize-alpha-beta-branch",1226412,2097152,161635056,29,0,0,0,1,0,1,17,2032
133083403,36,"normalize-alpha-beta-branch",2127780,2097152,161635056,30,0,0,0,1,0,1,21,2480
133118004,29,"normalize-aci",1094861,3145728,162683632,30,0,0,0,1,0,1,5,688
133162594,29,"normalize-saturation",30250,0,162683632,30,0,0,0,1,0,1,5,688
133183424,29,"normalize-temporal-negation",4740,0,162683632,30,0,0,0,1,0,1,5,688
133183934,50,"normalize-saturation",1162051,3145728,162683632,29,0,0,0,1,0,1,6,800
133205024,50,"normalize-temporal-negation",6060,0,162683632,30,0,0,0,1,0,1,6,800
133228605,53,"normalize-nnf",317473,1048576,162683632,30,0,0,0,1,0,1,17,2032
133276005,26,"normalize-saturation",1246851,3145728,162683632,30,0,0,0,2,0,2,7,1040
133294355,26,"normalize-temporal-negation",5270,0,162683632,30,0,0,0,2,0,2,7,1040
133481537,57,"normalize-nnf",1047160,1048576,162683632,31,0,0,0,1,0,1,9,1136
133488617,43,"normalize-alpha-beta-branch",2772946,3145728,162683632,30,0,0,0,1,0,1,20,2368
133532927,32,"normalize-nnf",1298422,2097152,162683632,31,0,0,0,1,0,1,10,1248
133556608,50,"normalize-reachable-egraph",340474,0,162683632,31,0,0,0,1,0,1,6,800
133571468,26,"normalize-reachable-egraph",261843,0,162683632,30,0,0,0,2,0,2,7,1040
133681589,36,"normalize-nnf",564875,0,162683632,31,0,0,0,1,0,1,21,2480
133763730,38,"normalize-alpha-beta-branch",2634365,3145728,162683632,31,0,0,0,1,0,1,18,2144
134041252,43,"normalize-nnf",525045,0,162683632,31,0,0,0,1,0,1,19,2256
134075222,44,"normalize-alpha-beta-branch",761467,0,162683632,31,0,0,0,1,0,1,13,1584
134227674,38,"normalize-nnf",450354,0,162683632,31,0,0,0,1,0,1,18,2144
134234364,51,"normalize-alpha-beta-branch",2863557,3145728,162683632,30,0,0,0,1,0,1,16,1920
134303134,44,"normalize-nnf",210531,0,162683632,31,0,0,0,1,0,1,13,1584
134312665,27,"normalize-alpha-beta-branch",2462733,3145728,162683632,30,0,0,0,1,0,1,27,3152
134498536,51,"normalize-nnf",244072,1048576,163732208,31,0,0,0,1,0,1,16,1920
134703928,27,"normalize-nnf",364593,1048576,163732208,31,0,0,0,1,0,1,26,3040
134707338,55,"normalize-alpha-beta-branch",3702284,4194304,163732208,30,0,0,0,1,0,1,30,3488
134820859,37,"normalize-alpha-beta-branch",2413602,3145728,164780784,31,0,0,0,1,0,1,31,3600
135350654,49,"normalize-alpha-beta-branch",3531212,6291456,165829360,32,0,0,0,1,0,1,21,2480
135411425,50,"canonical-metadata",1835917,3145728,165829360,32,0,0,0,1,0,1,6,800
135443965,26,"canonical-metadata",1862757,3145728,165829360,32,0,0,0,2,0,2,7,1040
135522206,26,"normalize-temporal-skeleton",60741,0,165829360,32,0,0,0,1,0,1,6,800
135547836,39,"normalize-alpha-beta-branch",4034047,6291456,165829360,31,0,0,0,1,0,1,18,2144
135609577,26,"normalize-alpha-beta-branch",55251,0,165829360,32,0,0,0,1,0,1,5,688
135620357,56,"normalize-alpha-beta-branch",4738164,6291456,165829360,32,0,0,0,1,0,1,24,2816
135642027,26,"normalize-nnf",25690,0,165829360,31,0,0,0,1,0,1,5,688
135672437,26,"normalize-prenex",23290,0,165829360,32,0,0,0,1,0,1,5,688
135728788,26,"normalize-post-prenex-nnf",49181,0,165829360,32,0,0,0,1,0,1,5,688
135781688,26,"normalize-aci",45100,0,165829360,32,0,0,0,1,0,1,5,688
135843619,26,"normalize-saturation",55861,0,165829360,32,0,0,0,1,0,1,5,688
135857409,26,"normalize-temporal-negation",7190,0,166877936,32,0,0,0,1,0,1,5,688
135879249,55,"normalize-nnf",1137050,2097152,166877936,32,0,0,0,1,0,1,29,3376
135891419,26,"normalize-reachable-egraph",21780,0,166877936,32,0,0,0,1,0,1,5,688
135897589,37,"normalize-nnf",1050589,2097152,166877936,30,0,0,0,1,0,1,30,3488
135929080,26,"canonical-metadata",24911,0,166877936,30,0,0,0,1,0,1,5,688
135951240,49,"normalize-nnf",577955,1048576,166877936,31,0,0,0,1,0,1,20,2368
135997500,48,"normalize-alpha-beta-branch",4293440,9437184,168975088,31,0,0,0,1,0,1,25,2928
136431274,56,"normalize-nnf",781707,3145728,168975088,31,0,0,0,1,0,1,23,2704
136571766,29,"normalize-reachable-egraph",3376492,6291456,168975088,31,0,0,0,1,0,1,5,688
136610036,29,"canonical-metadata",25060,0,168975088,31,0,0,0,1,0,1,5,688
136662026,33,"normalize-alpha-beta-branch",5558071,9437184,168975088,31,0,0,0,1,0,1,10,1248
136800118,52,"normalize-alpha-beta-branch",1563225,3145728,168975088,31,0,0,0,1,0,1,20,2368
136834368,29,"normalize-temporal-skeleton",207462,0,168975088,31,0,0,0,1,0,1,14,1696
136857578,33,"normalize-nnf",178661,0,168975088,30,0,0,0,1,0,1,10,1248
137248382,28,"normalize-alpha-beta-branch",6296649,11534336,171072240,31,0,0,0,1,0,1,32,3712
137434894,50,"normalize-temporal-skeleton",2001509,5242880,171072240,31,0,0,0,1,0,1,7,912
137468874,29,"normalize-alpha-beta-branch",508385,0,171072240,30,0,0,0,1,0,1,11,1360
137506244,41,"normalize-alpha-beta-branch",6574451,11534336,171072240,31,0,0,0,1,0,1,28,3264
137532584,52,"normalize-nnf",715436,2097152,171072240,31,0,0,0,1,0,1,19,2256
137559085,50,"normalize-alpha-beta-branch",88061,0,171072240,31,0,0,0,1,0,1,6,800
137595225,30,"normalize-alpha-beta-branch",5737733,11534336,171072240,31,0,0,0,1,0,1,31,3600
137626565,50,"normalize-nnf",55710,0,171072240,31,0,0,0,1,0,1,6,800
137687746,29,"normalize-nnf",207472,1048576,172120816,31,0,0,0,1,0,1,11,1360
137695286,50,"normalize-prenex",60791,1048576,172120816,31,0,0,0,1,0,1,6,800
137763397,50,"normalize-post-prenex-nnf",59341,0,172120816,31,0,0,0,1,0,1,6,800
137795707,50,"normalize-aci",22860,0,172120816,31,0,0,0,1,0,1,6,800
137956018,34,"normalize-alpha-beta-branch",6306578,12582912,172120816,31,0,0,0,1,0,1,54,6176
138011219,28,"normalize-nnf",742507,1048576,172120816,31,0,0,0,1,0,1,32,3712
138013399,41,"normalize-nnf",482355,1048576,172120816,31,0,0,0,1,0,1,28,3264
138104140,42,"normalize-alpha-beta-branch",6403930,12582912,172120816,31,0,0,0,1,0,1,51,5840
138109950,30,"normalize-nnf",494005,1048576,172120816,31,0,0,0,1,0,1,31,3600
138526904,39,"normalize-nnf",2962158,7340032,173169392,31,0,0,0,1,0,1,17,2032
138532224,34,"normalize-nnf",547135,1048576,173169392,31,0,0,0,1,0,1,54,6176
138629795,54,"normalize-alpha-beta-branch",6929605,13631488,173169392,31,0,0,0,1,0,1,39,4496
138664935,42,"normalize-nnf",503245,1048576,173169392,31,0,0,0,1,0,1,50,5728
138829177,54,"normalize-nnf",176262,0,173169392,31,0,0,0,1,0,1,37,4272
140497452,47,"normalize-nnf",7852483,12582912,174217968,31,0,0,0,1,0,1,12,1472
140567903,45,"normalize-alpha-beta-branch",8490639,13631488,174217968,31,0,0,0,2,0,2,17,2160
140582723,48,"normalize-nnf",4556652,5242880,174217968,31,0,0,0,1,0,1,24,2816
140642413,45,"normalize-nnf",58640,0,174217968,31,0,0,0,2,0,2,16,2048
142481020,40,"normalize-alpha-beta-branch",11536987,14680064,174217968,31,0,0,0,1,0,1,21,2480
142580961,40,"normalize-nnf",84460,0,174217968,31,0,0,0,1,0,1,20,2368
142643152,26,"canonical-prepared",0,0,166877936,31,0,0,0,3,0,3,12,2496
142660332,50,"normalize-saturation",4855695,2097152,174217968,32,0,0,0,1,0,1,6,800
142678372,50,"normalize-temporal-negation",4290,0,174217968,32,0,0,0,1,0,1,6,800
142708043,50,"normalize-reachable-egraph",19891,0,174217968,32,0,0,0,1,0,1,6,800
142739423,50,"canonical-metadata",24130,0,174217968,32,0,0,0,1,0,1,6,800
142748833,50,"canonical-prepared",0,0,174217968,31,0,0,0,2,0,2,12,2432
143480690,27,"normalize-prenex",8758972,11534336,175266544,32,0,0,0,1,3,1,13,1920
143555230,53,"normalize-prenex",10314885,12582912,175266544,32,0,0,0,1,2,1,7,1136
143606761,48,"normalize-prenex",3001848,1048576,175266544,32,0,0,0,1,2,1,14,1920
143751902,55,"normalize-prenex",7819752,8388608,175266544,32,0,0,0,1,3,1,18,2480
143754432,53,"normalize-post-prenex-nnf",185572,0,175266544,32,0,0,0,1,2,1,7,1136
143764912,50,"distance",1014149,1048576,175266544,32,0,0,0,2,0,2,12,2480
143764922,26,"distance",1113130,1048576,175266544,32,0,0,0,3,0,3,12,2576
143768662,27,"normalize-post-prenex-nnf",271982,0,175266544,32,0,0,0,1,3,1,13,1920
143786182,50,"result-bookkeeping",0,0,175266544,30,0,0,0,0,0,0,0,256
143786242,26,"result-bookkeeping",0,0,175266544,30,0,0,0,0,0,0,0,256
143878493,53,"normalize-aci",109811,0,175266544,32,0,0,0,1,2,1,6,1024
143948674,27,"normalize-aci",167352,0,175266544,32,0,0,0,1,3,1,13,1920
143959894,53,"normalize-saturation",70061,0,175266544,32,0,0,0,1,2,1,6,1024
143962054,48,"normalize-post-prenex-nnf",337073,0,175266544,32,0,0,0,1,2,1,14,1920
143974064,53,"normalize-temporal-negation",3870,0,175266544,31,0,0,0,1,2,1,6,1024
143981204,29,"normalize-prenex",6284358,3145728,175266544,32,0,0,0,1,1,1,6,912
144001654,53,"normalize-reachable-egraph",16870,0,175266544,32,0,0,0,1,2,1,6,1024
144033655,53,"canonical-metadata",22771,0,175266544,32,0,0,0,1,2,1,6,1024
144085535,32,"normalize-prenex",10533507,12582912,175266544,32,0,0,0,1,1,1,5,800
144132296,57,"normalize-prenex",10634049,12582912,175266544,32,0,0,0,1,1,1,4,688
144139806,35,"normalize-prenex",12186143,15728640,175266544,32,0,0,0,1,1,1,6,912
144163166,44,"normalize-prenex",9845611,13631488,176315120,32,0,0,0,1,1,1,8,1136
144165386,29,"normalize-post-prenex-nnf",164052,1048576,176315120,32,0,0,0,1,1,1,6,912
144184236,47,"normalize-prenex",3666504,2097152,176315120,32,0,0,0,1,1,1,7,1024
144217816,45,"normalize-prenex",3567913,2097152,176315120,32,0,0,0,2,1,2,11,1600
144245697,46,"normalize-prenex",11899111,15728640,176315120,32,0,0,0,1,1,1,6,912
144292177,38,"normalize-prenex",10052173,13631488,176315120,32,0,0,0,1,2,1,12,1696
144308867,29,"normalize-aci",131121,0,176315120,32,0,0,0,1,1,1,6,912
144309147,57,"normalize-post-prenex-nnf",159161,0,176315120,32,0,0,0,1,1,1,4,688
144382598,29,"normalize-saturation",64551,0,176315120,32,0,0,0,1,1,1,6,912
144390348,32,"normalize-post-prenex-nnf",287503,1048576,176315120,32,0,0,0,1,1,1,5,800
144396128,29,"normalize-temporal-negation",3930,0,176315120,32,0,0,0,1,1,1,6,912
144402528,57,"normalize-aci",80701,0,176315120,30,0,0,0,1,1,1,4,688
144425508,29,"normalize-reachable-egraph",19450,0,176315120,32,0,0,0,1,1,1,6,912
144448669,57,"normalize-saturation",36551,0,176315120,32,0,0,0,1,1,1,4,688
144453949,29,"canonical-metadata",21371,0,176315120,31,0,0,0,1,1,1,6,912
144458729,52,"normalize-prenex",6910834,5242880,176315120,31,0,0,0,1,2,1,10,1472
144461139,57,"normalize-temporal-negation",3540,0,176315120,31,0,0,0,1,1,1,4,688
144461929,29,"canonical-prepared",0,0,176315120,31,0,0,0,2,1,2,11,2304
144500499,57,"normalize-reachable-egraph",18890,0,176315120,32,0,0,0,1,1,1,4,688
144508859,47,"normalize-post-prenex-nnf",311633,0,176315120,32,0,0,0,1,1,1,7,1024
144510439,35,"normalize-post-prenex-nnf",354733,0,176315120,32,0,0,0,1,1,1,6,912
144525029,57,"canonical-metadata",16980,0,176315120,32,0,0,0,1,1,1,4,688
144537119,55,"normalize-post-prenex-nnf",772227,1048576,176315120,31,0,0,0,1,3,1,18,2480
144545069,27,"normalize-saturation",585355,1048576,176315120,31,0,0,0,1,3,1,13,1920
144551670,44,"normalize-post-prenex-nnf",370314,0,176315120,32,0,0,0,1,1,1,8,1136
144562730,46,"normalize-post-prenex-nnf",306963,0,176315120,32,0,0,0,1,1,1,6,912
144567800,27,"normalize-temporal-negation",6110,0,176315120,32,0,0,0,1,3,1,13,1920
144581180,32,"normalize-aci",176372,0,176315120,32,0,0,0,1,1,1,5,800
144596200,57,"normalize-temporal-skeleton",56431,0,176315120,32,0,0,0,1,0,1,4,576
144617250,27,"normalize-reachable-egraph",36910,0,176315120,31,0,0,0,1,3,1,13,1920
144644260,32,"normalize-saturation",50820,0,176315120,32,0,0,0,1,1,1,5,800
144657311,32,"normalize-temporal-negation",3981,0,176315120,32,0,0,0,1,1,1,5,800
144664611,47,"normalize-aci",144462,0,176315120,31,0,0,0,1,1,1,7,1024
144666001,27,"canonical-metadata",38161,0,176315120,31,0,0,0,1,3,1,13,1920
144669301,45,"normalize-post-prenex-nnf",436254,0,176315120,30,0,0,0,2,1,2,11,1600
144682061,35,"normalize-aci",157222,0,176315120,32,0,0,0,1,1,1,6,912
144684101,57,"normalize-alpha-beta-branch",59191,0,176315120,32,0,0,0,1,0,1,3,464
144694931,44,"normalize-aci",129781,0,176315120,30,0,0,0,1,1,1,7,1024
144697271,32,"normalize-reachable-egraph",26310,0,176315120,31,0,0,0,1,1,1,5,800
144699791,42,"normalize-prenex",6009596,3145728,176315120,32,0,0,0,1,4,1,50,6176
144719101,57,"normalize-nnf",20160,0,176315120,31,0,0,0,1,0,1,3,464
144731761,32,"canonical-metadata",24780,0,176315120,32,0,0,0,1,1,1,5,800
144732851,47,"normalize-saturation",52950,0,176315120,32,0,0,0,1,1,1,7,1024
144734971,46,"normalize-aci",154501,0,176315120,32,0,0,0,1,1,1,6,912
144748261,57,"normalize-prenex",20040,0,176315120,31,0,0,0,1,0,1,3,464
144754801,47,"normalize-temporal-negation",10830,0,176315120,31,0,0,0,1,1,1,7,1024
144757991,35,"normalize-saturation",58360,0,176315120,31,0,0,0,1,1,1,6,912
144759971,41,"normalize-prenex",6730542,4194304,176315120,31,0,0,0,1,2,1,22,2816
144761111,44,"normalize-saturation",53880,0,176315120,31,0,0,0,1,1,1,7,1024
144773372,35,"normalize-temporal-negation",5360,0,176315120,31,0,0,0,1,1,1,6,912
144775752,44,"normalize-temporal-negation",4430,0,176315120,31,0,0,0,1,1,1,7,1024
144780582,47,"normalize-reachable-egraph",16900,0,176315120,31,0,0,0,1,1,1,7,1024
144787052,45,"normalize-aci",102341,0,176315120,32,0,0,0,2,1,2,11,1600
144794622,46,"normalize-saturation",39801,0,176315120,30,0,0,0,1,1,1,6,912
144796872,38,"normalize-post-prenex-nnf",489245,0,176315120,31,0,0,0,1,2,1,12,1696
144798092,57,"normalize-post-prenex-nnf",39291,0,176315120,31,0,0,0,1,0,1,3,464
144803752,35,"normalize-reachable-egraph",19100,0,176315120,30,0,0,0,1,1,1,6,912
144807372,46,"normalize-temporal-negation",3660,0,176315120,31,0,0,0,1,1,1,6,912
144809722,47,"canonical-metadata",22260,0,176315120,30,0,0,0,1,1,1,7,1024
144819052,44,"normalize-reachable-egraph",18100,0,176315120,30,0,0,0,1,1,1,7,1024
