BOPEXPR_MINUS,BOPEXPR_JOIN,2,18
BOPEXPR_JOIN,BOPEXPR_ARROW,2,2
Dummy for ref,UNOPF_NO,2,2
UNOPE_CARDINALITY,BOPEXPR_INTERSECT,1,4
LIST_FORMULA_2,BOP_IMPLIES,3,4
UNOPF_LONE,BOPEXPR_ARROW,1,11
QT_FORMULA,UNOPF_ONE,1,36
BOP_IMPLIES,UNOPF_SOME,2,835
UNOPE_ONE,Dummy for sig,1,19305
BOP_IMPLIES,UNOPF_SOME,1,1079
BOP_IN,iden,1,21
QT_FORMULA,BOP_GTE,1,1
UNOPE_CLOSURE,UNOPE_TRANSPOSE,1,85
QT_FORMULA,BOP_LT,1,14
UNOPF_BEFORE,BOP_NEQ,1,1
QT_EXPR,RELDECL_0,2,121
BOPEXPR_JOIN,Dummy for field,1,2307
ITE_FORMULA,BOP_IN,1,48
BOP_IMPLIES,LIST_FORMULA_1,1,1627
BOP_IMPLIES,UNOPF_NO,2,214
QT_FORMULA,UNOPF_EVENTUALLY,1,157
BOPEXPR_JOIN,UNOPE_RCLOSURE,1,3
LIST_FORMULA_2,UNOPF_EVENTUALLY,2,1
BOPEXPR_JOIN,Dummy for sig,2,1054
BOP_NOT_IN,UNOPE_PRIME,2,11
QT_EXPR,<END>,3,121
QT_FORMULA,BOP_NOT_IN,1,264
UNOPF_NO,BOPEXPR_ARROW,1,14
UNOPF_NOT,BOP_EQ,1,5
BOP_SINCE,BOP_IN,2,15
UNOPF_ONCE,BOP_EQ,1,2
BOP_IN,UNOPE_CLOSURE,2,2
BOPEXPR_INTERSECT,Dummy for sig,1,1387
BOP_GT,UNOPE_CARDINALITY,1,6
Dummy for ref,QT_EXPR,1,120
UNOPF_NO,Dummy for field,1,50
BOPEXPR_MINUS,Dummy for field,2,4
LIST_FORMULA_1,UNOPF_BEFORE,1,11
LIST_FORMULA_1,BOP_IN,4,32
UNOPF_LONE,Dummy for sig,1,8
UNOPE_CLOSURE,BOPEXPR_JOIN,1,32
BOPEXPR_JOIN,UNOPE_TRANSPOSE,1,183
ITE_FORMULA,UNOPF_NO,2,48
BOPEXPR_PLUS,Dummy for var,1,203
QT_FORMULA,BOP_IN,1,2197
BOPEXPR_DOMAIN,BOPEXPR_JOIN,2,17
BOPEXPR_JOIN,CALL_EXPR,2,5
BOPEXPR_MINUS,BOPEXPR_JOIN,1,17
UNOPF_SOME,BOPEXPR_DOMAIN,1,6
LIST_FORMULA_1,BOP_NEQ,2,29
BOP_SINCE,UNOPF_HISTORICALLY,1,1
BOPEXPR_JOIN,UNOPE_TRANSPOSE,2,168
LIST_FORMULA_2,BOP_IN,2,188
QT_FORMULA,<END>,5,614
BOP_IMPLIES,BOP_SINCE,2,19
BOP_IN,BOPEXPR_ARROW,1,7467
LIST_FORMULA_1,BOP_EQ,2,35
LIST_FORMULA_1,<END>,4,398
BOP_EQ,Dummy for var,2,431
