UNOPE_PRIME,BOPEXPR_MINUS,1,1
BOP_NEQ,Dummy for field,2,1
QT_FORMULA,RELDECL_1,4,1
BOP_IMPLIES,UNOPF_HISTORICALLY,2,4
BOPEXPR_JOIN,UNOPE_CLOSURE,1,203
UNOPF_NOT,UNOPF_EVENTUALLY,1,33
BOP_NOT_IN,Dummy for sig,1,43
BOP_IN,UNOPE_PRIME,1,26
BOPEXPR_JOIN,BOPEXPR_JOIN,2,503
BOP_SINCE,UNOPF_EVENTUALLY,1,1
LIST_FORMULA_2,BOP_IMPLIES,5,2
QT_FORMULA,<END>,6,772
LIST_FORMULA_2,BOP_IN,6,14
UNOPF_ALWAYS,LIST_FORMULA_2,1,10
BOP_SINCE,BOP_EQ,2,1
LIST_FORMULA_2,BOP_IN,7,2
BOP_EQ,UNOPE_CLOSURE,1,1
BOP_SINCE,UNOPF_NO,1,2
LIST_FORMULA_2,UNOPF_NOT,2,6
BOPEXPR_INTERSECT,UNOPE_PRIME,2,21
LIST_FORMULA_2,BOP_IN,4,16
LIST_FORMULA_2,BOP_IN,3,58
BOP_GT,1,2,2
UNOPF_BEFORE,BOP_NOT_IN,1,1
BOP_EQ,1,2,3
BOPEXPR_PLUS,BOPEXPR_,1,2
BOPEXPR_INTERSECT,BOPEXPR_ARROW,1,7
BOP_SINCE,UNOPF_SOME,2,5
BOP_IN,BOPEXPR_INTERSECT,1,22
BOP_EQ,UNOPE_PRIME,1,177
QT_FORMULA,BOP_IMPLIES,1,4199
BOPEXPR_JOIN,BOPEXPR_JOIN,1,1385
LIST_FORMULA_2,UNOPF_SOME,1,2
Dummy for ref,UNOPF_LONE,1,48
BOPEXPR_,Dummy for field,1,7
BOP_IMPLIES,UNOPF_ONCE,2,29
LIST_FORMULA_1,UNOPF_LONE,2,12
QT_FORMULA,BOP_IFF,1,5
LIST_FORMULA_2,BOP_IMPLIES,6,2
BOPEXPR_JOIN,Dummy for sig,1,1583
BOP_EQ,BOPEXPR_INTERSECT,1,18
Dummy for ref,BOP_SINCE,1,3
CALL_EXPR,<END>,2,5
Dummy for ref,UNOPF_ONE,1,61
BOPEXPR_DOMAIN,Dummy for sig,2,6
BOPEXPR_DOMAIN,Dummy for var,1,33
LIST_FORMULA_1,BOP_EQ,4,5
BOP_IN,BOPEXPR_DOMAIN,2,1
UNOPF_ALWAYS,ITE_FORMULA,1,1
UNOPF_ALWAYS,BOP_IMPLIES,1,205
Dummy for ref,BOP_IN,1,1242
BOP_IMPLIES,UNOPF_EVENTUALLY,2,100
UNOPF_BEFORE,UNOPF_ONCE,1,1
UNOPF_ALWAYS,BOP_IN,1,63
BOP_NEQ,BOPEXPR_DOMAIN,2,1
LIST_FORMULA_1,UNOPF_ONCE,1,3
ITE_FORMULA,BOP_EQ,3,1
BOPEXPR_MINUS,Dummy for sig,2,287
BOPEXPR_JOIN,BOPEXPR_INTERSECT,1,11
BOPEXPR_INTERSECT,BOPEXPR_JOIN,2,1333
LIST_FORMULA_1,BOP_NEQ,3,46
UNOPF_ONE,BOPEXPR_ARROW,1,5
BOP_UNTIL,UNOPF_NO,1,91
BOPEXPR_SOME_ARROW_ANY,Dummy for sig,1,2
BOPEXPR_MINUS,UNOPE_PRIME,2,1
UNOPF_NOT,BOP_IN,1,51
UNOPF_ALWAYS,BOP_NOT_IN,1,22
BOP_NOT_IN,Dummy for var,1,695
UNOPF_ONCE,UNOPF_SOME,1,38
Dummy for ref,UNOPF_HISTORICALLY,1,3
BOP_IMPLIES,QT_FORMULA,2,468
UNOPE_CLOSURE,UNOPE_RCLOSURE,1,2
BOPEXPR_JOIN,UNOPE_CLOSURE,2,415
UNOPE_CLOSURE,Dummy for field,1,373
