relativePath,questionSet,statusFolder,invariantId,levenshteinDistance,rawAstDistance,canonicalDistance,levenshteinSize,rawAstSize,canonicalSize,levenshteinDistanceRatio,rawAstDistanceRatio,canonicalDistanceRatio,candidateReward,rewardError,rewardPoolSize,rewardErrorMessage
"coursesOld/both/ub4MqGdQsRjByrQHq_inv1.als","coursesOld","BOTH","inv1",30,10,6,56,20,10,0.535714,0.500000,0.600000,0.060000,0.940000,100,
"coursesOld/both/uchWPv9HaQqYi57rr_inv10.als","coursesOld","BOTH","inv10",16,8,5,48,19,10,0.333333,0.421053,0.500000,0.000000,1.000000,100,
"coursesOld/both/udEzKPZwXWokdAadJ_inv7.als","coursesOld","BOTH","inv7",21,8,3,54,20,12,0.388889,0.400000,0.250000,0.361200,0.638800,100,
"coursesOld/both/ueTMqzgMmFwb33riy_inv14.als","coursesOld","BOTH","inv14",62,27,17,109,34,23,0.568807,0.794118,0.739130,0.000000,1.000000,100,
"coursesOld/both/uemssM33Bq4K39xxi_inv9.als","coursesOld","BOTH","inv9",84,48,20,138,45,25,0.608696,1.066667,0.800000,0.240000,0.760000,100,
"coursesOld/both/ufNsq2heiH948Db5b_inv9.als","coursesOld","BOTH","inv9",66,27,9,130,40,25,0.507692,0.675000,0.360000,0.000000,1.000000,100,
"coursesOld/both/ugoBoHCbC7fvwuZS8_inv13.als","coursesOld","BOTH","inv13",36,15,10,101,37,23,0.356436,0.405405,0.434783,0.111600,0.888400,100,
"coursesOld/both/uhxxrdEhL3zQshDum_inv14.als","coursesOld","BOTH","inv14",94,50,20,188,53,33,0.500000,0.943396,0.606061,0.000000,1.000000,100,
"coursesOld/both/uj8YWAWuTaWF6jWXQ_inv8.als","coursesOld","BOTH","inv8",25,9,4,71,22,14,0.352113,0.409091,0.285714,0.990000,0.010000,100,
"coursesOld/both/ukgncLEBjieAwi3yM_inv3.als","coursesOld","BOTH","inv3",12,9,1,39,17,9,0.307692,0.529412,0.111111,0.760000,0.240000,100,
"coursesOld/both/uki79BqpCoPQnsbM3_inv14.als","coursesOld","BOTH","inv14",18,4,2,49,17,12,0.367347,0.235294,0.166667,0.000000,1.000000,100,
"coursesOld/both/uknECBLDdaDC2NZLE_inv15.als","coursesOld","BOTH","inv15",151,78,49,224,69,53,0.674107,1.130435,0.924528,0.074400,0.925600,100,
"coursesOld/both/ukz8xmZLLrFvvPXC6_inv10.als","coursesOld","BOTH","inv10",43,14,5,90,32,17,0.477778,0.437500,0.294118,0.110000,0.890000,100,
"coursesOld/both/umAohwHcfTqWEF4s8_inv6.als","coursesOld","BOTH","inv6",47,27,10,114,39,25,0.412281,0.692308,0.400000,0.010000,0.990000,100,
"coursesOld/both/umK7Xf53s25LyoRWG_inv8.als","coursesOld","BOTH","inv8",19,11,5,47,18,9,0.404255,0.611111,0.555556,0.980100,0.019900,100,
"coursesOld/both/umgASa5GrkpoZceSG_inv7.als","coursesOld","BOTH","inv7",63,42,25,113,36,27,0.557522,1.166667,0.925926,0.496800,0.503200,100,
"coursesOld/both/umzJ4q8PRwCsb5tdZ_inv9.als","coursesOld","BOTH","inv9",66,17,19,105,31,23,0.628571,0.548387,0.826087,0.000000,1.000000,100,
"coursesOld/both/unYytfeWPxALmZExX_inv12.als","coursesOld","BOTH","inv12",27,8,3,38,15,8,0.710526,0.533333,0.375000,0.000000,1.000000,100,
"coursesOld/both/uoErYTsLPdyuz4mfe_inv15.als","coursesOld","BOTH","inv15",112,63,39,215,71,50,0.520930,0.887324,0.780000,0.000000,1.000000,100,
"coursesOld/both/upMERrxsAxXhSFNb6_inv5.als","coursesOld","BOTH","inv5",35,17,11,68,20,15,0.514706,0.850000,0.733333,0.240000,0.760000,100,
"coursesOld/both/uqDSdtMeuaNpBuAze_inv9.als","coursesOld","BOTH","inv9",60,20,20,101,31,21,0.594059,0.645161,0.952381,0.240000,0.760000,100,
"coursesOld/both/ur7mrnvpp542Bguwk_inv5.als","coursesOld","BOTH","inv5",13,5,3,68,22,18,0.191176,0.227273,0.166667,0.002400,0.997600,100,
"coursesOld/both/usfxApeFGrzWagxkW_inv7.als","coursesOld","BOTH","inv7",27,14,9,31,12,7,0.870968,1.166667,1.285714,0.327600,0.672400,100,
"coursesOld/both/usx5CbhpiducDdeXJ_inv14.als","coursesOld","BOTH","inv14",61,26,17,128,37,22,0.476563,0.702703,0.772727,0.000000,1.000000,100,
"coursesOld/both/utZo33rnNRbKCLF56_inv7.als","coursesOld","BOTH","inv7",27,10,4,55,20,12,0.490909,0.500000,0.333333,0.562800,0.437200,100,
"coursesOld/both/uu8Q4tSgDLQgSKQFP_inv1.als","coursesOld","BOTH","inv1",23,13,7,53,19,10,0.433962,0.684211,0.700000,0.000000,1.000000,100,
"coursesOld/both/uuXDQEG5H4pneayXu_inv10.als","coursesOld","BOTH","inv10",16,8,5,48,19,10,0.333333,0.421053,0.500000,0.000000,1.000000,100,
"coursesOld/both/uvmBKtrsEhfnWq5Gu_inv9.als","coursesOld","BOTH","inv9",29,15,9,69,27,15,0.420290,0.555556,0.600000,0.240000,0.760000,100,
"coursesOld/both/uwfQymuFqqZz7cvvK_inv5.als","coursesOld","BOTH","inv5",8,1,19,143,43,33,0.055944,0.023256,0.575758,0.760000,0.240000,100,
"coursesOld/both/uxvrr5MD4Pbt4hKaT_inv14.als","coursesOld","BOTH","inv14",76,40,11,169,43,30,0.449704,0.930233,0.366667,0.000000,1.000000,100,
"coursesOld/both/uzv5Yut2HWbfJfztC_inv13.als","coursesOld","BOTH","inv13",32,24,16,96,36,22,0.333333,0.666667,0.727273,0.009400,0.990600,100,
"coursesOld/both/v2eaGArumJ6DADcuq_inv13.als","coursesOld","BOTH","inv13",76,42,10,147,48,27,0.517007,0.875000,0.370370,0.440000,0.560000,100,
"coursesOld/both/v3HWcjtQAy64z3g36_inv13.als","coursesOld","BOTH","inv13",48,20,4,112,39,24,0.428571,0.512821,0.166667,0.340000,0.660000,100,
"coursesOld/both/v4MhcL9WBPxsLQ4dr_inv9.als","coursesOld","BOTH","inv9",40,19,11,62,23,18,0.645161,0.826087,0.611111,0.000000,1.000000,100,
"coursesOld/both/v4gHzm4rJveGwr5Dy_inv15.als","coursesOld","BOTH","inv15",117,59,41,144,40,27,0.812500,1.475000,1.518519,0.151800,0.848200,100,
"coursesOld/both/v4z85ov98Lcy3cwNC_inv9.als","coursesOld","BOTH","inv9",32,18,11,55,18,11,0.581818,1.000000,1.000000,0.240000,0.760000,100,
"coursesOld/both/v56h5XHuZzdEwaXSN_inv1.als","coursesOld","BOTH","inv1",33,22,9,92,33,16,0.358696,0.666667,0.562500,0.240000,0.760000,100,
"coursesOld/both/v5WGbTYEw8wBkmJp2_inv9.als","coursesOld","BOTH","inv9",16,12,8,65,23,13,0.246154,0.521739,0.615385,0.240000,0.760000,100,
"coursesOld/both/v6ahZENCm46rDW29b_inv5.als","coursesOld","BOTH","inv5",36,23,10,75,28,14,0.480000,0.821429,0.714286,0.752400,0.247600,100,
"coursesOld/both/v78FJJQBLj3otZvAn_inv14.als","coursesOld","BOTH","inv14",18,4,2,49,17,12,0.367347,0.235294,0.166667,0.000000,1.000000,100,
"coursesOld/both/v8Jf9joK58foeQfYq_inv8.als","coursesOld","BOTH","inv8",15,4,24,66,24,27,0.227273,0.166667,0.888889,0.990000,0.010000,100,
"coursesOld/both/v8ZL3ispZgG5v4xtz_inv9.als","coursesOld","BOTH","inv9",45,22,18,77,24,16,0.584416,0.916667,1.125000,0.240000,0.760000,100,
"coursesOld/both/vAARyzTmDbkchKoBq_inv6.als","coursesOld","BOTH","inv6",63,32,12,112,37,21,0.562500,0.864865,0.571429,0.000000,1.000000,100,
"coursesOld/both/vAvgPc8TcmXxTHyE8_inv9.als","coursesOld","BOTH","inv9",50,23,19,88,27,17,0.568182,0.851852,1.117647,0.000000,1.000000,100,
"coursesOld/both/vCh6PAXLaevKyTCqn_inv12.als","coursesOld","BOTH","inv12",45,21,13,107,36,25,0.420561,0.583333,0.520000,0.000000,1.000000,100,
"coursesOld/both/vDDv3QrkQ42DDcZn6_inv4.als","coursesOld","BOTH","inv4",23,4,3,46,19,9,0.500000,0.210526,0.333333,0.159600,0.840400,100,
"coursesOld/both/vDhYhx7iGyzRkNxih_inv4.als","coursesOld","BOTH","inv4",50,19,14,86,28,20,0.581395,0.678571,0.700000,0.000000,1.000000,100,
"coursesOld/both/vEhjqpaLPQQ4y46ko_inv15.als","coursesOld","BOTH","inv15",111,67,58,173,66,44,0.641618,1.015152,1.318182,0.000000,1.000000,100,
"coursesOld/both/vH3TT73Q5TPMWs9YD_inv9.als","coursesOld","BOTH","inv9",61,29,17,110,30,19,0.554545,0.966667,0.894737,0.000000,1.000000,100,
"coursesOld/both/vKKPK3WiT8vEMZr2t_inv15.als","coursesOld","BOTH","inv15",120,66,39,222,71,50,0.540541,0.929577,0.780000,0.074400,0.925600,100,
"coursesOld/both/vKSDqLtncSFxpCu6T_inv1.als","coursesOld","BOTH","inv1",16,9,7,43,16,10,0.372093,0.562500,0.700000,0.000000,1.000000,100,
"coursesOld/both/vL7q9rAGJzNzJTzwM_inv7.als","coursesOld","BOTH","inv7",49,22,14,91,31,19,0.538462,0.709677,0.736842,0.990000,0.010000,100,
"coursesOld/both/vLaTwB9xzuSYpjPMJ_inv9.als","coursesOld","BOTH","inv9",32,24,18,61,19,11,0.524590,1.263158,1.636364,0.000000,1.000000,100,
"coursesOld/both/vNkYsNfQ9uFTLGoHx_inv12.als","coursesOld","BOTH","inv12",92,63,52,173,62,57,0.531792,1.016129,0.912281,0.000000,1.000000,100,
"coursesOld/both/vQW9YixWdggy4cGRX_inv2.als","coursesOld","BOTH","inv2",13,1,1,28,10,8,0.464286,0.100000,0.125000,0.007600,0.992400,100,
"coursesOld/both/vQkEgTXCfFofwHtEz_inv14.als","coursesOld","BOTH","inv14",71,29,21,96,36,22,0.739583,0.805556,0.954545,0.000000,1.000000,100,
"coursesOld/both/vRwTRPPsuqnieoZkq_inv4.als","coursesOld","BOTH","inv4",53,21,13,90,30,19,0.588889,0.700000,0.684211,0.000000,1.000000,100,
"coursesOld/both/vT2HQn3xvdoxBczGX_inv4.als","coursesOld","BOTH","inv4",5,3,2,36,13,7,0.138889,0.230769,0.285714,0.000000,1.000000,100,
"coursesOld/both/vT7Ff45P2LCkmLNuk_inv9.als","coursesOld","BOTH","inv9",59,31,19,96,32,16,0.614583,0.968750,1.187500,0.237600,0.762400,100,
"coursesOld/both/vTtmeBBSJsKXrpeA3_inv6.als","coursesOld","BOTH","inv6",52,23,13,111,39,21,0.468468,0.589744,0.619048,0.000000,1.000000,100,
"coursesOld/both/vWMDAYJEHSgc8dot8_inv1.als","coursesOld","BOTH","inv1",14,2,16,49,17,20,0.285714,0.117647,0.800000,0.999800,0.000200,100,
"coursesOld/both/vWStPnHGqdJt6XGn4_inv12.als","coursesOld","BOTH","inv12",61,24,18,109,34,21,0.559633,0.705882,0.857143,0.000000,1.000000,100,
"coursesOld/both/vZ4Fec5LyCHLmSFpT_inv6.als","coursesOld","BOTH","inv6",48,23,11,101,35,21,0.475248,0.657143,0.523810,0.620000,0.380000,100,
"coursesOld/both/vaPPewLLy5z9BkiRP_inv14.als","coursesOld","BOTH","inv14",54,28,16,91,30,20,0.593407,0.933333,0.800000,0.000000,1.000000,100,
"coursesOld/both/vaRfqSbWzLbf69hPK_inv14.als","coursesOld","BOTH","inv14",77,45,26,139,48,32,0.553957,0.937500,0.812500,0.000000,1.000000,100,
"coursesOld/both/vbiC8DnLHpkw3wgje_inv7.als","coursesOld","BOTH","inv7",27,10,4,55,20,12,0.490909,0.500000,0.333333,0.562800,0.437200,100,
"coursesOld/both/vbuff2F9AJn8z5tfJ_inv15.als","coursesOld","BOTH","inv15",97,44,28,143,48,31,0.678322,0.916667,0.903226,0.000000,1.000000,100,
"coursesOld/both/vf5ChFgBQvN6yEDHG_inv9.als","coursesOld","BOTH","inv9",30,14,8,69,23,13,0.434783,0.608696,0.615385,0.240000,0.760000,100,
"coursesOld/both/vfz3LLPDLfgQW3Gfg_inv8.als","coursesOld","BOTH","inv8",25,10,4,53,19,10,0.471698,0.526316,0.400000,0.980100,0.019900,100,
"coursesOld/both/vgW55cyoz7QPRTzwN_inv1.als","coursesOld","BOTH","inv1",21,7,5,46,18,10,0.456522,0.388889,0.500000,0.002400,0.997600,100,
"coursesOld/both/vgeb3ndxpWqmgRazY_inv4.als","coursesOld","BOTH","inv4",42,17,13,90,30,19,0.466667,0.566667,0.684211,0.000000,1.000000,100,
"coursesOld/both/vgrnDQhJkhf794oGC_inv6.als","coursesOld","BOTH","inv6",39,17,12,79,28,16,0.493671,0.607143,0.750000,0.000000,1.000000,100,
"coursesOld/both/vgswNtQkQLZ2LFmP9_inv2.als","coursesOld","BOTH","inv2",7,1,1,78,24,13,0.089744,0.041667,0.076923,0.760000,0.240000,100,
"coursesOld/both/vhNfe8WjNn2u9Fn7p_inv9.als","coursesOld","BOTH","inv9",61,29,17,110,30,19,0.554545,0.966667,0.894737,0.000000,1.000000,100,
"coursesOld/both/vhTwkz9KLMXptciwC_inv6.als","coursesOld","BOTH","inv6",44,17,8,101,35,22,0.435644,0.485714,0.363636,0.000000,1.000000,100,
"coursesOld/both/vjJBkRJPkSuFW2WzC_inv8.als","coursesOld","BOTH","inv8",34,13,9,62,22,13,0.548387,0.590909,0.692308,0.115000,0.885000,100,
"coursesOld/both/vjScKFyDeSuEphJGs_inv10.als","coursesOld","BOTH","inv10",27,7,19,67,23,23,0.402985,0.304348,0.826087,0.760000,0.240000,100,
"coursesOld/both/vjh97iBcyTu8nsQdE_inv6.als","coursesOld","BOTH","inv6",54,23,12,104,37,22,0.519231,0.621622,0.545455,0.990000,0.010000,100,
"coursesOld/both/vkhJTiiX5Wnz5CdWG_inv6.als","coursesOld","BOTH","inv6",38,13,4,74,21,12,0.513514,0.619048,0.333333,0.000000,1.000000,100,
"coursesOld/both/vmh2HDuT9CfCRWZmh_inv4.als","coursesOld","BOTH","inv4",13,9,6,32,10,8,0.406250,0.900000,0.750000,0.000000,1.000000,100,
"coursesOld/both/vnY6yFZ2bELYrizHf_inv12.als","coursesOld","BOTH","inv12",27,13,7,40,17,10,0.675000,0.764706,0.700000,0.000000,1.000000,100,
"coursesOld/both/vo66Td3SXW6iGfAeD_inv9.als","coursesOld","BOTH","inv9",42,27,17,79,26,15,0.531646,1.038462,1.133333,0.240000,0.760000,100,
"coursesOld/both/voctXczQ2MXbBAtXR_inv15.als","coursesOld","BOTH","inv15",104,53,43,106,32,22,0.981132,1.656250,1.954545,0.000000,1.000000,100,
"coursesOld/both/vr85XzpgjZYsNJp72_inv6.als","coursesOld","BOTH","inv6",34,8,6,45,12,9,0.755556,0.666667,0.666667,0.000000,1.000000,100,
"coursesOld/both/vrcyLu2PdvxCBtbCs_inv9.als","coursesOld","BOTH","inv9",47,24,19,81,27,17,0.580247,0.888889,1.117647,0.240000,0.760000,100,
"coursesOld/both/vrsfHoxiqq7SjrKQB_inv1.als","coursesOld","BOTH","inv1",14,6,3,67,25,14,0.208955,0.240000,0.214286,0.880000,0.120000,100,
"coursesOld/both/vsQ7A5F5TSkKBANjN_inv9.als","coursesOld","BOTH","inv9",10,22,6,65,27,16,0.153846,0.814815,0.375000,0.240000,0.760000,100,
"coursesOld/both/vttxpqMTeJirtrgaL_inv8.als","coursesOld","BOTH","inv8",12,12,7,43,16,10,0.279070,0.750000,0.700000,0.990000,0.010000,100,
"coursesOld/both/vu9wBBBJA7ZfqtjqD_inv6.als","coursesOld","BOTH","inv6",48,31,9,122,42,27,0.393443,0.738095,0.333333,0.000000,1.000000,100,
"coursesOld/both/vusZv7yY3BQYAyCzy_inv7.als","coursesOld","BOTH","inv7",46,17,14,98,26,15,0.469388,0.653846,0.933333,0.237600,0.762400,100,
"coursesOld/both/vvDM5QdoahxHn5PHZ_inv6.als","coursesOld","BOTH","inv6",49,25,5,127,35,22,0.385827,0.714286,0.227273,0.009700,0.990300,100,
"coursesOld/both/vvjzHKicZ87Z8SJEK_inv9.als","coursesOld","BOTH","inv9",49,22,17,94,28,19,0.521277,0.785714,0.894737,0.000000,1.000000,100,
"coursesOld/both/vvxBNQnGA9iPNEQED_inv14.als","coursesOld","BOTH","inv14",57,50,7,148,43,30,0.385135,1.162791,0.233333,0.000000,1.000000,100,
"coursesOld/both/vwuHSHonSQCaMY2xB_inv6.als","coursesOld","BOTH","inv6",43,22,12,68,26,15,0.632353,0.846154,0.800000,0.010000,0.990000,100,
"coursesOld/both/vz5z2irdqhWWwPHnR_inv7.als","coursesOld","BOTH","inv7",49,33,16,92,32,20,0.532609,1.031250,0.800000,0.455000,0.545000,100,
"coursesOld/both/w2xnpQ8b8KbL6C4Ha_inv14.als","coursesOld","BOTH","inv14",109,32,19,188,34,24,0.579787,0.941176,0.791667,0.000000,1.000000,100,
"coursesOld/both/w39vN7q4jxEd4c439_inv3.als","coursesOld","BOTH","inv3",66,22,13,116,35,22,0.568966,0.628571,0.590909,0.240000,0.760000,100,
"coursesOld/both/w3ftgWZ5iBgiGpTKC_inv5.als","coursesOld","BOTH","inv5",25,18,9,100,32,26,0.250000,0.562500,0.346154,0.000000,1.000000,100,
"coursesOld/both/w488AahcwRJER8DxY_inv7.als","coursesOld","BOTH","inv7",30,19,16,64,21,16,0.468750,0.904762,1.000000,0.000000,1.000000,100,
"coursesOld/both/w4g6mniiZb8hvunJg_inv2.als","coursesOld","BOTH","inv2",27,5,3,42,7,6,0.642857,0.714286,0.500000,0.240000,0.760000,100,
"coursesOld/both/w66pJh3iz3zCmiQ3A_inv13.als","coursesOld","BOTH","inv13",16,8,5,86,32,23,0.186047,0.250000,0.217391,0.111600,0.888400,100,
"coursesOld/both/w6xEzpAYN9eLETea7_inv1.als","coursesOld","BOTH","inv1",23,10,4,51,17,11,0.450980,0.588235,0.363636,0.000000,1.000000,100,
"coursesOld/both/w79pLx9MTg38aPLtq_inv5.als","coursesOld","BOTH","inv5",28,17,9,43,17,10,0.651163,1.000000,0.900000,0.999800,0.000200,100,
"coursesOld/both/w7LjQAhaCctwDsomX_inv13.als","coursesOld","BOTH","inv13",16,8,5,86,32,23,0.186047,0.250000,0.217391,0.111600,0.888400,100,
"coursesOld/both/w7PxTbQnkhtMW9E7y_inv14.als","coursesOld","BOTH","inv14",60,33,13,109,39,28,0.550459,0.846154,0.464286,0.000000,1.000000,100,
"coursesOld/both/wAtoMY3zemCeRidvx_inv6.als","coursesOld","BOTH","inv6",59,32,6,125,37,22,0.472000,0.864865,0.272727,0.240000,0.760000,100,
"coursesOld/both/wBsNjcrxoE2DbxYus_inv7.als","coursesOld","BOTH","inv7",50,33,16,93,32,20,0.537634,1.031250,0.800000,0.660000,0.340000,100,
"coursesOld/both/wC4fuJfrm5XAwJwWQ_inv12.als","coursesOld","BOTH","inv12",163,83,61,238,83,67,0.684874,1.000000,0.910448,0.000000,1.000000,100,
"coursesOld/both/wDdLa3denFQZNjrh8_inv6.als","coursesOld","BOTH","inv6",36,17,27,84,30,36,0.428571,0.566667,0.750000,0.780000,0.220000,100,
"coursesOld/both/wEAHXy7ZqzEtdXz8S_inv1.als","coursesOld","BOTH","inv1",26,8,8,73,25,14,0.356164,0.320000,0.571429,0.060000,0.940000,100,
"coursesOld/both/wEvm4npHLsose6vRn_inv9.als","coursesOld","BOTH","inv9",16,12,8,65,23,13,0.246154,0.521739,0.615385,0.240000,0.760000,100,
"coursesOld/both/wGhBo6K2RxJbQAbnq_inv14.als","coursesOld","BOTH","inv14",53,30,22,144,38,27,0.368056,0.789474,0.814815,0.000000,1.000000,100,
"coursesOld/both/wHCHXeqLhg22Grcb4_inv9.als","coursesOld","BOTH","inv9",37,21,17,56,16,10,0.660714,1.312500,1.700000,0.240000,0.760000,100,
"coursesOld/both/wJdavPkjR9hWZ7hyi_inv7.als","coursesOld","BOTH","inv7",61,31,19,103,37,21,0.592233,0.837838,0.904762,0.000000,1.000000,100,
"coursesOld/both/wKQKNkLwA3yx8Xf8E_inv9.als","coursesOld","BOTH","inv9",43,28,20,78,30,22,0.551282,0.933333,0.909091,0.240000,0.760000,100,
"coursesOld/both/wLfhadmRnPQh77oQa_inv8.als","coursesOld","BOTH","inv8",40,23,24,92,32,27,0.434783,0.718750,0.888889,0.000000,1.000000,100,
"coursesOld/both/wNLtuqLWgnSgfCreh_inv7.als","coursesOld","BOTH","inv7",43,32,15,89,32,16,0.483146,1.000000,0.937500,0.033000,0.967000,100,
"coursesOld/both/wNoE6Hrs8oHEauWpR_inv9.als","coursesOld","BOTH","inv9",76,24,21,119,37,23,0.638655,0.648649,0.913043,0.240000,0.760000,100,
"coursesOld/both/wPp6ZeN7xqj9vJN4S_inv9.als","coursesOld","BOTH","inv9",40,25,17,45,16,10,0.888889,1.562500,1.700000,0.000000,1.000000,100,
"coursesOld/both/wRYpL4kJnBKHMKzBe_inv7.als","coursesOld","BOTH","inv7",27,12,10,41,15,8,0.658537,0.800000,1.250000,0.663300,0.336700,100,
"coursesOld/both/wRjEJMYc7EBSS3K9v_inv7.als","coursesOld","BOTH","inv7",66,36,13,162,50,35,0.407407,0.720000,0.371429,0.695200,0.304800,100,
"coursesOld/both/wS6s4WsoZyefNGHT3_inv13.als","coursesOld","BOTH","inv13",102,35,24,171,49,36,0.596491,0.714286,0.666667,0.460000,0.540000,100,
"coursesOld/both/wSfyC52cubRgpczdF_inv5.als","coursesOld","BOTH","inv5",36,19,11,71,24,13,0.507042,0.791667,0.846154,0.999800,0.000200,100,
"coursesOld/both/wShCn4F3DzKZZv23k_inv3.als","coursesOld","BOTH","inv3",18,6,2,86,30,17,0.209302,0.200000,0.117647,0.182400,0.817600,100,
"coursesOld/both/wSp88QpKc66JDbtcP_inv14.als","coursesOld","BOTH","inv14",62,25,22,128,37,27,0.484375,0.675676,0.814815,0.000000,1.000000,100,
"coursesOld/both/wWMEfyFbW5eh6suEi_inv15.als","coursesOld","BOTH","inv15",136,87,50,194,67,46,0.701031,1.298507,1.086957,0.000000,1.000000,100,
"coursesOld/both/wXfuMNBLaC4MsbX34_inv10.als","coursesOld","BOTH","inv10",29,9,23,69,25,27,0.420290,0.360000,0.851852,0.000000,1.000000,100,
"coursesOld/both/wY2LrgcuDdhQWmSgN_inv1.als","coursesOld","BOTH","inv1",27,6,7,65,19,12,0.415385,0.315789,0.583333,0.237600,0.762400,100,
"coursesOld/both/wZmtTXxj7sp6msGGM_inv10.als","coursesOld","BOTH","inv10",30,15,31,99,35,37,0.303030,0.428571,0.837838,0.247500,0.752500,100,
"coursesOld/both/wZqtJJzqL3eyDyKXA_inv1.als","coursesOld","BOTH","inv1",24,6,8,64,24,13,0.375000,0.250000,0.615385,0.752400,0.247600,100,
"coursesOld/both/wbgsn3ErXrEQuLJZG_inv9.als","coursesOld","BOTH","inv9",58,29,13,104,30,19,0.557692,0.966667,0.684211,0.000000,1.000000,100,
"coursesOld/both/wcDpMuzz9NKNMLXko_inv15.als","coursesOld","BOTH","inv15",102,45,45,127,40,30,0.803150,1.125000,1.500000,0.000000,1.000000,100,
"coursesOld/both/wcmvjLY5iyqCG7w9m_inv13.als","coursesOld","BOTH","inv13",50,32,16,111,39,23,0.450450,0.820513,0.695652,0.000000,1.000000,100,
"coursesOld/both/wdjhArt5v7RmcaPRn_inv7.als","coursesOld","BOTH","inv7",27,13,21,62,23,26,0.435484,0.565217,0.807692,0.257400,0.742600,100,
"coursesOld/both/weMpn84s6dHBBumjM_inv11.als","coursesOld","BOTH","inv11",51,25,3,91,30,15,0.560440,0.833333,0.200000,0.999800,0.000200,100,
"coursesOld/both/wfgQeY8MDXKTAYFGW_inv6.als","coursesOld","BOTH","inv6",39,17,35,98,35,39,0.397959,0.485714,0.897436,0.009900,0.990100,100,
"coursesOld/both/wgvBKhWFcN6y35EC8_inv5.als","coursesOld","BOTH","inv5",15,5,3,77,26,18,0.194805,0.192308,0.166667,0.240000,0.760000,100,
"coursesOld/both/wgw3ixDsMqNAqtE8s_inv6.als","coursesOld","BOTH","inv6",56,22,4,148,43,25,0.378378,0.511628,0.160000,0.010000,0.990000,100,
"coursesOld/both/whpgD4cJricMrZ8XM_inv9.als","coursesOld","BOTH","inv9",42,22,16,72,24,16,0.583333,0.916667,1.000000,0.240000,0.760000,100,
"coursesOld/both/wi8uuzzHrLEETQYXW_inv1.als","coursesOld","BOTH","inv1",16,6,5,43,17,9,0.372093,0.352941,0.555556,0.000000,1.000000,100,
"coursesOld/both/wieWpic6CpPBnf4Nz_inv9.als","coursesOld","BOTH","inv9",41,20,19,56,19,16,0.732143,1.052632,1.187500,0.240000,0.760000,100,
"coursesOld/both/wiyCMaZaWp67S6WLB_inv10.als","coursesOld","BOTH","inv10",16,6,3,41,17,9,0.390244,0.352941,0.333333,0.999800,0.000200,100,
"coursesOld/both/wkKFSG9Gw44Zzrofg_inv9.als","coursesOld","BOTH","inv9",69,31,17,115,32,16,0.600000,0.968750,1.062500,0.240000,0.760000,100,
"coursesOld/both/wkRLD7EFSvio29Bnm_inv6.als","coursesOld","BOTH","inv6",54,26,16,105,37,22,0.514286,0.702703,0.727273,0.158400,0.841600,100,
"coursesOld/both/wm6bG3D5t4Aggevoq_inv1.als","coursesOld","BOTH","inv1",25,10,9,90,29,17,0.277778,0.344828,0.529412,0.240000,0.760000,100,
"coursesOld/both/wn48fAwzMPRspdzt5_inv4.als","coursesOld","BOTH","inv4",39,17,13,88,30,19,0.443182,0.566667,0.684211,0.000000,1.000000,100,
"coursesOld/both/wncn3GByRSL9Szesm_inv6.als","coursesOld","BOTH","inv6",44,28,7,96,32,16,0.458333,0.875000,0.437500,0.000000,1.000000,100,
"coursesOld/both/wnrPuW5oXLZb6L2xL_inv4.als","coursesOld","BOTH","inv4",20,4,3,47,19,9,0.425532,0.210526,0.333333,0.159600,0.840400,100,
"coursesOld/both/wpEzv3aRZeu29dst2_inv9.als","coursesOld","BOTH","inv9",7,23,7,67,27,16,0.104478,0.851852,0.437500,0.999800,0.000200,100,
"coursesOld/both/wqWPenXRBhkryaq6Z_inv1.als","coursesOld","BOTH","inv1",32,15,6,68,25,13,0.470588,0.600000,0.461538,0.999800,0.000200,100,
"coursesOld/both/wqYY6Zo63pF5NCJaE_inv9.als","coursesOld","BOTH","inv9",57,25,9,115,38,27,0.495652,0.657895,0.333333,0.240000,0.760000,100,
"coursesOld/both/wqovWsfrdnEYhg5No_inv9.als","coursesOld","BOTH","inv9",15,2,2,92,28,21,0.163043,0.071429,0.095238,0.240000,0.760000,100,
"coursesOld/both/wsKkY8a49MHGdHaFN_inv6.als","coursesOld","BOTH","inv6",27,12,5,54,17,9,0.500000,0.705882,0.555556,0.000000,1.000000,100,
"coursesOld/both/wtY4xoCLx8Cmw9RW5_inv6.als","coursesOld","BOTH","inv6",12,4,4,49,19,11,0.244898,0.210526,0.363636,0.860000,0.140000,100,
"coursesOld/both/wu6zLLccHE4F6acFL_inv9.als","coursesOld","BOTH","inv9",70,55,15,176,56,38,0.397727,0.982143,0.394737,0.010000,0.990000,100,
"coursesOld/both/wuZd92K7oJfWYgY37_inv5.als","coursesOld","BOTH","inv5",8,1,1,136,43,31,0.058824,0.023256,0.032258,0.760000,0.240000,100,
"coursesOld/both/wv43mABh2Tunevcoo_inv14.als","coursesOld","BOTH","inv14",49,19,19,92,26,21,0.532609,0.730769,0.904762,0.000000,1.000000,100,
"coursesOld/both/wvA5CWBWHFk8H3TrJ_inv7.als","coursesOld","BOTH","inv7",26,17,8,47,19,11,0.553191,0.894737,0.727273,0.000000,1.000000,100,
"coursesOld/both/wvFRd6FsWnt4bs2ig_inv11.als","coursesOld","BOTH","inv11",31,8,5,40,16,8,0.775000,0.500000,0.625000,0.000000,1.000000,100,
