relativePath,problemClass,status,leftPredicate,rightPredicate,success,equivalent,distance,parseNanos,engineNanos,totalNanos,parseCpuNanos,engineCpuNanos,totalCpuNanos,rawAstNodes,representationUnits,eclasses,enodes,unions,rebuilds,rewriteApplications,iterations,slots,slotMappings,redundantSlots,estimatedBytes,error
"graphs/correct/hbSh6XfG2mzcfmdqB_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,21,1739223,49881,1790394,1353082,49920,1403932,34,46,43,46,3,2,12,2,0,0,0,7578,""
"graphs/correct/hjjgkPJQHht7nZpGb_inv6.als","graphs","CORRECT","inv6","inv6c",true,true,0,3283076,23190,3308786,1629052,23200,1654402,46,35,33,35,2,1,19,1,0,0,0,5728,""
"graphs/correct/hkqokrtCX9mJxHdkr_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,2606240,43160,2651030,1371031,43210,1415461,34,49,46,49,3,2,14,2,0,0,0,7980,""
"graphs/correct/hnmpaCmWaGmAJ3bTb_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,6,3128765,49340,3181045,1511502,49320,1563442,48,47,45,47,2,1,20,1,0,0,0,7694,""
"graphs/correct/hnprhndmDXi6CzHkf_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,24,2892373,73840,2967943,1333344,73850,1408604,40,64,60,64,4,3,19,3,0,0,0,10366,""
"graphs/correct/hpcCN5WFWiHsiyFPD_inv5.als","graphs","CORRECT","inv5","inv5c",true,true,0,2533750,14600,2550650,1424593,14540,1441073,16,17,15,17,2,1,6,1,0,0,0,2682,""
"graphs/correct/hqeFGniFikj8EMscG_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,2375238,31440,2408218,1170312,31460,1202952,33,44,42,44,2,1,10,1,0,0,0,7276,""
"graphs/correct/hzWpr4tZ3uLZ8dgKz_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,2597720,20680,2619720,1199071,20670,1220761,22,31,29,31,2,1,6,1,0,0,0,5050,""
"graphs/correct/i4bZ9QT4zNgqJy8DX_inv7.als","graphs","CORRECT","inv7","inv7c",true,false,6,2679981,34981,2717992,1378573,34980,1416063,36,41,39,41,2,1,12,1,0,0,0,6692,""
"graphs/correct/iAX6Hqq6GKmY24CdL_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,12,2982224,22360,3006034,1493491,22350,1516851,26,30,28,30,2,1,9,1,0,0,0,4896,""
"graphs/correct/iH2Tn53saZrzn5QGa_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,1921585,22390,1945325,1139982,22380,1163502,22,31,29,31,2,1,6,1,0,0,0,5050,""
"graphs/correct/iNHvH4LjfaM24QEWT_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,17,2599661,42950,2644261,1424173,42990,1468303,32,46,43,46,3,2,13,2,0,0,0,7468,""
"graphs/correct/icqXGmWKzDakAMGmd_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,1,1928235,41220,1972075,1321802,41270,1365422,46,40,38,40,2,1,19,1,0,0,0,6524,""
"graphs/correct/ieET23QijtAAjSzwF_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,24,2124447,78071,2204078,1560913,78170,1640393,40,64,60,64,4,3,19,3,0,0,0,10366,""
"graphs/correct/ireSmZCH6CbEop5um_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,19,2074327,27640,2103397,1430693,27670,1459443,31,41,39,41,2,1,8,1,0,0,0,6768,""
"graphs/correct/itHwL7EyfKM27usff_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,5,2641171,20210,2662551,1508814,20240,1530054,20,20,18,20,2,1,8,1,0,0,0,3172,""
"graphs/correct/iwspqeJdQb4aHuhbZ_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,16,2280318,31390,2312978,1282353,31420,1314763,42,39,37,39,2,1,20,1,0,0,0,6384,""
"graphs/correct/j2rrRCQSYT5tMW5tH_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,1871415,38510,1911295,1216211,38520,1255641,34,49,46,49,3,2,14,2,0,0,0,7980,""
"graphs/correct/j45omikjLiDQAM9Yi_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,1923535,38091,1962946,1155822,38100,1194992,34,49,46,49,3,2,14,2,0,0,0,7980,""
"graphs/correct/j7yZ7deQRuiNJhg5d_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,12,1896374,29671,1927305,1281971,29700,1312631,26,30,28,30,2,1,9,1,0,0,0,4880,""
"graphs/correct/jBSgoNGLSpg7pBgwj_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,3,4398955,21380,4421935,1387712,21400,1410422,24,23,21,23,2,1,12,1,0,0,0,3692,""
"graphs/correct/jD5ioS26HBidcqwBW_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,4237883,55711,4295614,1318762,55820,1376102,34,49,46,49,3,2,14,2,0,0,0,7962,""
"graphs/correct/jPAoE7mhu9vy7NHet_inv3.als","graphs","CORRECT","inv3","inv3c",true,false,9,4803448,30010,4836098,1477384,30010,1509734,33,38,36,38,2,1,9,1,0,0,0,6198,""
"graphs/correct/jZcmQSgtQ5BPorc9n_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,5,4119992,13810,4135012,1142393,13840,1157113,20,20,18,20,2,1,8,1,0,0,0,3172,""
"graphs/correct/jbwaFxtZ7398MR9XK_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,18,1982036,33620,2017266,1374422,33680,1409332,30,44,41,44,3,2,11,2,0,0,0,7136,""
"graphs/correct/jcxw27tJydNdnrYQ2_inv7.als","graphs","CORRECT","inv7","inv7c",true,false,1,4223963,30380,4256863,1488692,30460,1521392,34,34,32,34,2,1,11,1,0,0,0,5522,""
"graphs/correct/jeG2KoafhyfQ8MfeY_inv5.als","graphs","CORRECT","inv5","inv5c",true,true,0,4166782,14510,4182842,1164023,14530,1179813,16,17,15,17,2,1,6,1,0,0,0,2682,""
"graphs/correct/jiPdi6cBC2SFXJ2SF_inv3.als","graphs","CORRECT","inv3","inv3c",true,false,3,4467345,32860,4502605,1289753,32860,1324563,32,39,37,39,2,1,8,1,0,0,0,6456,""
"graphs/correct/joGs3DnJRbyuDYg9g_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,6,4143013,35540,4180113,1219561,35560,1256361,45,46,44,46,2,1,18,1,0,0,0,7610,""
"graphs/correct/jsMNuibDfZubyvNzA_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,777986,18470,797866,778352,18500,797852,22,31,29,31,2,1,6,1,0,0,0,5052,""
"graphs/correct/ju7tRYQ7jvzhTsixB_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,805496,21210,828126,805751,21230,828111,22,31,29,31,2,1,6,1,0,0,0,5050,""
"graphs/correct/jvFFPz6DZkAeHHnrH_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,919887,41761,963378,909301,41730,952511,34,49,46,49,3,2,14,2,0,0,0,7980,""
"graphs/correct/jwJBkwLm44wzAjt7x_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,14,766816,18971,787067,767151,18990,787031,29,32,30,32,2,1,10,1,0,0,0,5212,""
"graphs/correct/jxETmstg586Ez7fZw_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,840386,20370,862196,834551,20360,855911,23,32,30,32,2,1,7,1,0,0,0,5218,""
"graphs/correct/jxwQWahqnjkGusz2B_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,13,763166,22790,787306,763351,22810,787271,26,32,30,32,2,1,9,1,0,0,0,5206,""
"graphs/correct/k3sThKCRBKBeo87Wg_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,30,832186,53921,887667,832571,53940,887641,48,68,64,68,4,3,21,3,0,0,0,11254,""
"graphs/correct/k4MFTrGmzjPwqYBdW_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,23,780976,34510,816666,781151,34520,816631,32,50,47,50,3,2,14,2,0,0,0,8126,""
"graphs/correct/k8E4Wzyq2y32ZE7xe_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,1,775936,28080,806366,776191,28110,806351,46,40,38,40,2,1,19,1,0,0,0,6524,""
"graphs/correct/k9W74KTfPeCkNm3gf_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,15,753335,20171,774586,753571,20160,774581,30,34,32,34,2,1,10,1,0,0,0,5642,""
"graphs/correct/k9gF87qQ8f3auxQRK_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,783856,39021,824097,784062,38990,824052,34,49,46,49,3,2,14,2,0,0,0,7978,""
"graphs/correct/kD2QxxHqb9RjTn8cJ_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,12,810966,22490,834746,811242,22480,834702,26,30,28,30,2,1,9,1,0,0,0,4880,""
"graphs/correct/kGMGzxS9AGg3pwvpn_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,17,793006,35861,830647,787941,35880,825001,32,46,43,46,3,2,13,2,0,0,0,7472,""
"graphs/correct/kHgBsNk3XRAsNccoN_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,746376,17490,764936,746531,17510,764901,22,31,29,31,2,1,6,1,0,0,0,5050,""
"graphs/correct/kLKgqynmf2D5Yt3md_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,762176,17780,781346,762442,17760,781332,22,31,29,31,2,1,6,1,0,0,0,5050,""
"graphs/correct/keb3kgu6Sfn4kQY5r_inv6.als","graphs","CORRECT","inv6","inv6c",true,true,0,2836933,24850,2864873,1362792,24830,1390472,46,35,33,35,2,1,19,1,0,0,0,5728,""
"graphs/correct/kfmijyopnSxnFzdmG_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,2799521,28910,2830092,1373072,28910,1403412,22,31,29,31,2,1,6,1,0,0,0,5050,""
"graphs/correct/kg3CmxMSRBSCJq7Sd_inv7.als","graphs","CORRECT","inv7","inv7c",true,false,8,1138069,27131,1166690,927671,27150,956031,33,43,41,43,2,1,10,1,0,0,0,7098,""
"graphs/correct/kgeKqCuZKoePpEeFP_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,1,3235456,38050,3276416,1406881,38020,1447611,46,40,38,40,2,1,19,1,0,0,0,6524,""
"graphs/correct/kgmqMnWtuc3Xc99ZB_inv2.als","graphs","CORRECT","inv2","inv2c",true,false,18,2533419,40451,2575280,1207612,40470,1249212,34,49,46,49,3,2,14,2,0,0,0,7980,""
"graphs/correct/km3sW3DrTRxZoNveP_inv7.als","graphs","CORRECT","inv7","inv7c",true,false,1,841487,22950,866937,841742,22970,866902,34,34,32,34,2,1,11,1,0,0,0,5522,""
"graphs/correct/kxspMeeSdr48MN4z4_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,1,965137,41120,1291180,950892,40860,998572,46,40,38,40,2,1,19,1,0,0,0,6524,""
"graphs/correct/kzAjbi57Gqa9KjbvN_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,24,1325290,76520,1403980,1000612,76540,1078542,40,64,60,64,4,3,19,3,0,0,0,10372,""
"graphs/correct/mBDH9QRXtiEY4PjPA_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,6,2158637,44010,2205467,1273471,44000,1320131,48,47,45,47,2,1,20,1,0,0,0,7694,""
"graphs/correct/mBYLt75nArAz7iHoq_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,1943145,21520,1966185,1219661,21540,1242321,22,31,29,31,2,1,6,1,0,0,0,5050,""
"graphs/correct/mHzFHbXRj2pizJWD7_inv5.als","graphs","CORRECT","inv5","inv5c",true,true,0,1975945,13800,1991675,1044002,13780,1059482,16,17,15,17,2,1,6,1,0,0,0,2682,""
"graphs/correct/mWSd4yhDW8BXgwsLa_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,17,2190757,51501,2243538,1275461,51540,1328001,32,46,43,46,3,2,13,2,0,0,0,7468,""
"graphs/correct/mfJwLi2bzz75BeTcc_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,20,1453681,37461,1492842,1107571,37500,1146261,32,48,45,48,3,2,10,2,0,0,0,7800,""
"graphs/correct/mnTxyTRX4aKnRZjJM_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,13,2041246,30410,2073296,1327052,30440,1358882,26,32,30,32,2,1,9,1,0,0,0,5210,""
"graphs/correct/mpSAdzSwdNTKetvuP_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,18,1798944,38360,1838834,1083831,38350,1123331,30,44,41,44,3,2,11,2,0,0,0,7140,""
"graphs/correct/mpxTjaQCfRaygXK4w_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,23,1076139,37490,1132469,1057562,37470,1097642,32,52,49,52,3,2,16,2,0,0,0,8460,""
"graphs/correct/mqn2xEuwT2t7gw2sS_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,17,903967,51461,957828,904572,51470,957822,32,46,43,46,3,2,13,2,0,0,0,7472,""
"graphs/correct/mqvMECHf4autQfW3o_inv2.als","graphs","CORRECT","inv2","inv2c",true,true,0,872757,13660,888287,872972,13670,888262,22,19,17,19,2,1,10,1,0,0,0,3026,""
"graphs/correct/mvsDtLCSsxLD2xkdk_inv7.als","graphs","CORRECT","inv7","inv7c",true,false,7,920747,43690,967187,918852,43700,965062,36,41,39,41,2,1,13,1,0,0,0,6704,""
"graphs/correct/n4rToR6dp8e9zMcAG_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,12,859577,21020,881917,841441,21010,863521,26,30,28,30,2,1,9,1,0,0,0,4880,""
"graphs/correct/nXtJrkmwFfzitCQ6B_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,17,817846,32440,851626,818062,32450,851592,32,46,43,46,3,2,13,2,0,0,0,7472,""
"graphs/correct/nbeRopRNWx9QDt9Nn_inv7.als","graphs","CORRECT","inv7","inv7c",true,false,6,2749911,38731,2791222,1530232,38760,1571202,36,41,39,41,2,1,12,1,0,0,0,6692,""
"graphs/correct/ng5PBvy4P3Wah4B7f_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,1,2719691,34010,2756002,1499122,34030,1535232,46,40,38,40,2,1,19,1,0,0,0,6524,""
"graphs/correct/ni4YmaoJ7ebXuubkw_inv4.als","graphs","CORRECT","inv4","inv4c",true,false,12,1663033,20830,1685113,1112962,20831,1134783,26,30,28,30,2,1,9,1,0,0,0,4880,""
"graphs/correct/nnWGTD7hbL2kRGCns_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,21,3230875,48261,3280726,1666122,48270,1715712,30,50,47,50,3,2,14,2,0,0,0,8130,""
"graphs/correct/npbgj6fg8R29ozSHM_inv7.als","graphs","CORRECT","inv7","inv7c",true,false,6,3078305,38810,3119155,1523152,38800,1563682,33,40,38,40,2,1,10,1,0,0,0,6604,""
"graphs/correct/nwDbFd5BnMzfiwjEv_inv5.als","graphs","CORRECT","inv5","inv5c",true,false,11,2228107,32360,2265257,1307893,32300,1341763,23,32,30,32,2,1,7,1,0,0,0,5216,""
"graphs/correct/o47ouLtwZEW7bskG5_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,17,2542790,51960,2596750,1551572,51980,1604982,32,46,43,46,3,2,13,2,0,0,0,7468,""
"graphs/correct/o68MmhMCgwv2Rtizp_inv7.als","graphs","CORRECT","inv7","inv7c",true,false,6,2849113,39020,2890903,1490122,39050,1531682,37,43,41,43,2,1,13,1,0,0,0,7012,""
"graphs/correct/o6TquqtPqJ4kgWxYs_inv1.als","graphs","CORRECT","inv1","inv1c",true,false,17,2215308,32660,2249448,1223473,32680,1257313,32,46,43,46,3,2,13,2,0,0,0,7468,""
"graphs/correct/o8CZ94XxLryNKywRX_inv7.als","graphs","CORRECT","inv7","inv7c",true,false,7,1811424,31750,1846024,1113672,31770,1147932,36,41,39,41,2,1,13,1,0,0,0,6704,""
"graphs/correct/oEqbfzmvcPZLQkQxb_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,3,1949946,31770,1983386,1040701,31780,1073901,46,45,43,45,2,1,19,1,0,0,0,7446,""
"graphs/correct/oGSQFYZaYwmeWBWhe_inv6.als","graphs","CORRECT","inv6","inv6c",true,false,6,2260518,44730,2308058,1349263,44730,1396343,48,47,45,47,2,1,20,1,0,0,0,7694,""
"graphs/correct/oMAEsmk9HBqouHkFx_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,5,2428919,18210,2448729,1523623,18220,1543023,20,20,18,20,2,1,8,1,0,0,0,3172,""
"graphs/correct/oPmkyJKEmcrWt2u9y_inv8.als","graphs","CORRECT","inv8","inv8c",true,false,5,2379088,15260,2395808,1471193,15260,1487493,20,20,18,20,2,1,8,1,0,0,0,3172,""
